id,kl_set,text
oai:ssb.brage.unit.no:11250/181201,Ikke relevant,"Unge med innvandrerbakgrunn i arbeid og utdanning 2009 Rapporten belyser hvordan andelen som er i arbeid eller utdanning blant personer i
alderen 16 til 34 år varierer med innvandrerbakgrunn. Det er tre grupper som
sammenlignes: 1) De som har kommet til Norge som innvandrere fra følgende
verdensregioner: Øst- Europa utenom EU, Asia, Afrika, Sør- og Mellom-Amerika
og Oseania utenom Australia og New - Zealand. 2) De som er født i Norge av foreldre
som er innvandrere fra de samme verdensregionene og 3) Personer i resten av
befolkningen, dvs. majoritetsbefolkningen. Rapporten baserer seg på registerbaserte
statistikker per 4. kvartal 2009.
Tallene bekrefter hovedmønsteret fra tidligere undersøkelser ved at norskfødte
under 25 år med innvandrerforeldre ligger forholdsvis nært opptil ungdom i
majoritetsbefolkningen når det gjelder deltakelse i arbeid og utdanning. Forskjellen
øker litt blant de over 25 år. Dette skyldes i hovedsak et lavere sysselsettingsnivå
blant de norskfødte kvinnene med innvandrerforeldre. ------------  Abstract
This report looks at how the share of young people aged 16-34 years in employment
and education varies with immigration background. The following three groups are
compared: 1) Those who arrived in Norway as immigrants from Eastern-Europe
outside the EU, from Asia, Africa and South- and Central-America; 2) those born in
Norway to immigrant parents with background from the mentioned world regions
and 3) people of non-immigrant background (i.e. the majority population). The report
is based on register statistics for the 4th quarter 2009.
The 2009 figures confirm the main pattern that emerged in our previous researches
in the sense that the Norwegian-born to immigrant parents under 25 years are close
to the majority population when it comes to the share that are in employment or in
education. Among those above 25 years of age we see a slightly increasing gap
between the two populations. This is mostly due to a lower level of employment
among the female Norwegian-born to immigrant parents.;Arbeids- og inkluderingsdepartementet
var opprinnelig oppdragsiver for dette prosjektet. Det finansieres nå av Barne-,
likestillings-, og inkluderingsdepartementet."
oai:ssb.brage.unit.no:11250/181247,Ikke relevant,"Innvandrerandeler blant ansatte i bedrifter Målet med rapporten er å beskrive hvordan bedriftenes innvandrerandeler varierer
etter næring, sektor, bedriftsstørrelse og fylke i 4. kvartal 2010 og hvordan
utviklingen har vært i perioden 4. kvartal 2009 til samme kvartal 2010.
Bakgrunnen er en endring i Diskrimineringsloven, gjeldende fra 2009, hvor alle
bedrifter med over 50 ansatte ble pålagt å jobbe planmessig for blant annet å hindre
diskriminering på grunn av etnisitet eller nasjonal opprinnelse. I den forbindelse
ønsker en å følge med i hvordan utviklingen i andelen innvandrere blant ansatte i
bedrifter utvikler seg.
Gjennomsnittlig innvandrerandel i bedriftene økte fra 7,5 prosent i 2009 til 8,5
prosent i 2010. Økningen var sterkest for bedrifter i privat sektor. Andelen bedrifter
som er helt uten noen innvandrere i arbeidsstokken gikk ned fra 40,8 i 2009 til 38,5
prosent i 2010. Siden bedriftene med null innvandrere gjenomgående er små, var
det imidlertid bare 19,4 prosent av de ansatte som arbeidet i slike bedrifter i 2010
mot 20,9 prosent året før.
Variasjonene i innvandrerandeler mellom bedrifter henger for en stor del sammen
med hvor mange kvalifiserte innvandrere bedriftene har å rekruttere blant. Dette
kan igjen deles opp i to faktorer, nemlig 1) hvor mange innvandrere som finnes i de
geografiske områdene bedriftene i hovedsak rekrutterer fra (tilgjengelighet) og 2)
hvor mange av disse som er kvalifiserte med tanke på arbeidet som skal gjøres
(kvalifikasjon).
Når det gjelder tilgjengelighet, er det relevant å se hvor mange innvandrere som
bor i den regionen hvor bedriften ligger og som den da naturlig rekrutterer sysselsatte
fra. Det er derfor laget en indikator som viser bedriftenes innvandrerandeler
sett i forhold til innvandrerandelene i befolkningen i regionene som bedriftene
ligger.  Når det gjelder kvalifikasjoner, er det relevant å ta hensyn til om innvandrerne har
den utdanning og de språkkunnskaper som bedriftene ønsker. Men siden vi ikke
har opplysning om språkkunnskaper og mangler utdanningsdata på svært mange
innvandrere, er det ikke laget tilsvarende justering som for variasjoner i innvandreres
bosted. Ved å se på utdanningsnivået mer generelt i ulike sektorer får
man likevel et visst bilde av at denne faktoren betyr en god del for variasjoner i
bedriftenes innvandrerandel.  ------  Abstract
The report describes how the establishments’ shares of immigrants varies by
industries, sectors, sizes and counties in the 4th quarter of 2010 and the development
in the period between the 4th quarter of 2009 and the same quarter of 2010.
The average share of immigrants in establishments (with 10 employees or more)
increased from 7.5 per cent in 2009 to 8.5 per cent in 2010. The increase was
strongest in the private sector. The share of establishments having no immigrants
among their employees decreased from 40.8 per cent in 2009 to 38.5 per cent in
2010. Since most of the establishments with no immigrants are small, the share of
employees working in such establishments was 19.4 per cent in 2010, down from
20.9 per cent the previous year.
The variations of the share of immigrants among establishments are highly related
to the number of qualified immigrants being available for the jobs to which the
establishments recruit employees. This factor can be divided into two separate
factors; 1) how many immigrants living in the areas from which the establishments
recruit (availability), and 2) how many of these who are qualified for the relevant
jobs (qualification)."
oai:ssb.brage.unit.no:11250/192832,Ikke relevant,"Fruktbarhet og annen demografi hos innvandrere og deres barn født i Norge Norge har hatt en kraftig vekst i innvandringen de siste ti årene, fra 40 000 innvandringer i 2002 til nærmere 80 000 i 2012. Antall innvandrere som bor i Norge er mer enn doblet siden 2004. Nå utgjør innvandrerne i Norge rundt 600 000 personer, eller 12 prosent av befolkningen.  
Veksten i antall innvandrere, kombinert med at de fleste innvandrerkvinnene er i aldre der det er vanlig å få barn, forklarer hvorfor stadig flere av barna som fødes i Norge har en mor som er innvandrer. I 2012 hadde 23 prosent av de nyfødte – altså nesten én av fire babyer – en mor som var innvandrer. For 15 år siden gjaldt dette færre enn hvert tiende barn.  
Økningen har imidlertid skjedd på tross av, og ikke på grunn av, utviklingen i fruktbarhet hos innvandrerkvinnene. Innvandrerkvinnenes fruktbarhet – altså gjennomsnittlig barnetall per kvinne – har gått ned de siste tiårene, fra 2,6 i 2000 til 2,1 i 2012.  
Én mulig forklaring på nedgangen i fruktbarhet kan være at sammensetningen av innvandrerne i Norge er endret etter EU-utvidelsen østover i 2004. Men analysene viser at fruktbarheten blant kvinner fra det østlige EU har økt betydelig det siste tiåret, og nå er på 2,0 barn per kvinne – altså nesten på nivå med fruktbarheten blant innvandrerkvinner sett under ett.   
En antakelig viktigere forklaring finnes hos innvandrerkvinnene fra Asia, Afrika, Latin-Amerika og til dels Europa utenom EU. Disse kvinnene har fått vesentlig lavere fruktbarhet de siste tiårene. Særlig blant innvandrerkvinnene med bakgrunn fra Asia har nedgangen vært stor, med nesten ett barn færre per kvinne.   
Blant kvinnene fra Asia, Afrika og Latin-Amerika viser utviklingen to hovedtrekk. For det første synker fruktbarheten jo lenger tid kvinnene har bodd i Norge. For det andre ser vi at selv blant de med kortest botid fra Asia, Afrika, Latin-Amerika, er fruktbarheten nå betydelig lavere enn den var for ti-femten år siden. De nyankomne får altså klart færre barn i dag enn de nyankomne fikk før. Dette kan henge sammen med at barnetallene per kvinne har gått betraktelig ned i store deler av verden de siste tiårene. Innvandrerkvinnene som dro til Norge i 2012, reiste altså fra land som var preget av en lavere fruktbarhet enn tidligere.   
Det er store forskjeller i fruktbarheten mellom de kvinnene som innvandrer som barn og de som kommer etter at de har fylt 18 år. Jo mer av oppveksten som har vært i Norge, dess lavere er vanligvis fruktbarheten. Fruktbarheten blant inn- vandrernes døtre er også betydelig lavere enn fruktbarheten hos innvandrer- kvinnene, og den ser i tillegg ut til å være noe lavere enn for ikke-innvandrere."
oai:ssb.brage.unit.no:11250/2441487,Ikke relevant,"Flyktninger i og utenfor arbeidsmarkedet 2015 I 4. kvartal 2015 var det registrert 84 450 sysselsatte flyktninger i Norge, som gav en sysselsettingsandel på 47,3 prosent blant flyktninger i aldersgruppen 15-74 år. Tilsvarende tall for hele befolkningen var 66,1 prosent. Det var altså en forskjell på 18,8 prosentpoeng.

Sysselsettingen øker med botiden
Blant dem med botid på under fire år ligger sysselsettingen langt under gjennomsnittet for alle flyktningene. Mange i denne gruppen deltar blant annet på introduksjonsordningene. Deretter øker sysselsettingen med botiden:

4-6 år: 46 prosent sysselsatte
7-19 år: mellom 50 og 53 prosent
20 år og mer: nærmere 60 prosent
Botid øker imidlertid ikke sysselsettingen i samme grad hos alle. Menn kommer fortere i arbeid enn kvinner. Det er for eksempel en stor kjønnsforskjell i menns favør blant dem med botid på 4-9 år. Vi ser også at flyktninger fra for eksempel Afghanistan, Eritrea, Etiopia og Myanmar gjennomgående har et høyere sysselsettingsnivå i botidsgruppene over 4 år enn dem fra Irak, Somalia og Syria.

Alder ved bosetting og utdanning betyr mye
Alder ved bosetting har også mye å si for sysselsettingsnivået. Vi ser at de som bosatte seg da de var mellom 0 og 19 år, har en sysselsetting på rundt 70 prosent etter 20 års botid. Utdanningsnivået har også stor betydning for sysselsettingen. Det er gruppen med kun grunnskole som har desidert lavest sysselsetting, uavhengig av flyktningbakgrunn. Da over halvparten av flyktningene kun har grunnskole, trekker denne gruppen gjennomsnittet en del ned. Flyktninger med videregående eller høyere utdanning tatt i Norge har derimot en sysselsetting bare noen få prosentpoeng under hele befolkningen på samme utdanningsnivå.

Vanskelig å sammenligne med tidligere utgaver
Rapporten er finansiert av Justisdepartementet og er en videreføring av rapportserien «Flytninger og arbeidsmarkedet» som sist utkom i 2014. I den nyeste utgaven har vi utvidet med et kapittel som belyser gruppene av ikke-sysselsatte, blant andre dem under utdanning og på introduksjonsordningene samt mottakere av offentlige ytelser. A-ordningen, som denne siste utgaven bygger på, er et felles innrapporteringssystem for lønns- og personaldata og avviker noe fra tidligere datakilder for sysselsettingsstatistikk. Dette gjør sammenlikning med årganger før 2015 vanskelig."
oai:ssb.brage.unit.no:11250/2441991,Ikke relevant,"Holdninger til innvandrere og innvandring 2016 Folk er blitt mer skeptiske til innvandrere og innvandring. Det viser årets undersøkelse av «Holdninger til innvandrere og innvandring», den første holdningsundersøkelsen SSB har gjennomført etter det store innrykket av asylsøkere høsten 2015.

Rapporten gir en oversikt over holdninger til ulike spørsmål om innvandrere og innvandring. Sammenlignet med tidligere undersøkelser viser årets resultater at befolkningen jevnt over er blitt noe mer skeptiske til innvandring og innvandrere.

I rapporten kan du lese at:

flere enn tidligere mener det bør bli vanskeligere for flyktninger og asylsøkere å få opphold i landet
færre synes innvandrere er nyttige i arbeidslivet
flere synes innvandrere gjør samfunnet utrygt
kvinner og høyt utdannede er mest liberale
Dette er blant funnene i undersøkelsen som ble gjennomført av Statistisk sentralbyrå sommeren 2016. «Holdninger til innvandrere og innvandring» er en årlig undersøkelse som gjennomføres på oppdrag fra Justis- og beredskapsdepartementet. Formålet er å lodde stemningen i befolkningen til ulike sider ved landets innvandrings- og flyktningpolitikk og innvandrere som gruppe."
oai:ssb.brage.unit.no:11250/2442002,Ikke relevant,"Familieinnvandring og ekteskapsmønster 1990–2015 I denne rapporten beskriver vi hovedtrekk ved familieinnvandringen til Norge i perioden 1990-2015.

Familieinnvandringen, det vil si personer som får opphold på grunnlag av familierelasjoner til noen i Norge, sto for 36 prosent av den ikke-nordiske innvandringen til Norge i perioden 1990-2015. Denne typen innvandring har økt mer enn annen innvandring; det kom fire ganger så mange familieinnvandrere i 2015 som i 1990.

Vi deler ofte familieinnvandrere i to grupper; de som kommer for å gjenforenes med familie og de som kommer for å etablere familie. I perioden som er omtalt har seks av ti familieinnvandrere kommet for å gjenforenes med familie, fire av ti for å etablere familie. Det er særlig antallet gjenforeninger som har økt etter tusenårsskiftet, først og fremst på grunn av den økte arbeidsinnvandringen fra nye EØS-land. Antallet familieetableringer har vært stabilt.

Flertallet av dem som kommer for å etablere familie, gifter seg med personer som ikke er innvandrere eller norskfødte med innvandrerforeldre. Sju av ti av dem som kommer for å gifte seg med personer uten innvandrerbakgrunn, er kvinner.

Antallet som kommer for å etablere seg med norskfødte med innvandrerforeldre er lavt, i underkant av 200 årlig etter årtusenskiftet, dette til tross for at det blir stadig flere ugifte voksne i denne befolkningsgruppa. Omtrent halvparten av disse har kommet til norskfødte med pakistansk bakgrunn. Antallet familieetableringer har ikke økt i takt med at det er blitt flere unge ugifte norskfødte med pakistanske foreldre.

Vi har sett nærmere på omfanget av familieinnvandring til flyktninger gjennom tre ledd. Det er særlig tre ting som spiller inn på omfanget av familieinnvandringen til Norge. Tidsaspektet, det vil si tiden det tar fra flyktningene blir bosatt til de får familieinnvandring. Hvilket land de kommer fra. Her ser vi stor variasjon. Mange flyktninger får få familiemedlemmer til Norge. To land skiller seg ut med mye familieinnvandring, Irak og Somalia. Videre ser vi at familieinnvandring til flyktninger som skjer indirekte gjennom flere ledd påvirker noe.

Analyseresultatene viser videre at familieinnvandring til enslige mindreårige flyktninger er et begrenset fenomen. Kun 12 prosent av de enslige mindreårige som kom i perioden 1996-2015 har selv vært referanseperson til en eller flere familiemedlemmer."
oai:ssb.brage.unit.no:11250/2442012,Ikke relevant,"Bemanningsbehov i spesialisthelsetjenesten mot 2040 Denne rapporten fremskriver etterspørselen etter arbeidskraft i spesialisthelsetjenesten
frem mot 2040. Realistiske fremskrivninger er viktige når man skal
dimensjonere kapasiteten i tilbudet av helsetjenester, hvilket i hovedsak er en
offentlig oppgave. Dette gjelder særlig investeringer i sykehus og utdanning av
arbeidskraft med relevant kompetanse. Begge typer kapasitetsoppbygging er
tidkrevende og relativt irreversible. I tillegg til totalberegninger på nasjonalt nivå,
brytes fremskrivningene ned på fire tjenester (somatikk inklusive rehabilitering,
rusbehandling, psykisk helsevern for henholdsvis barn og voksne), fem diagnosegrupper,
og de 19 opptaksområdene for helseforetakene i Norge, beskrevet sammen
med datagrunnlaget i kapittel 2. Resultatene kan inngå i mer omfattende
beregninger av offentlige finanser i kommende tiår.
Fremskrivningene baserer seg på en mye brukt metode, beskrevet i kapittel 3:
Arbeidsinnsatsen som trengs for å dekke etterspørselen etter en bestemt spesialisthelsetjeneste
og helseforetaksregion fra en befolkningsgruppe med felles kjønn og
alder, dekomponeres i 1) årsverk per bruker, 2) brukere per individ i gruppen, og 3)
antall individer i gruppen. Beregningene av kjønnsspesifikke aldersfordelinger for
årsverk per bruker og brukerfrekvenser (kapittel 4) har prøvd å utnytte all relevant
tilgjengelig statistikk. Innenfor det største fagområdet, somatikk, har vi forutsatt at
de kjønnsspesifikke aldersfordelingene av årsverk på ettårige aldersgrupper er
proporsjonal med korresponderende aldersfordelinger av DRG-poeng.
Kapitlene 5, 7 og 8 viser at krysskombinasjoner av plausible forutsetninger om
demografi, tjenestestandard og de eldres helsetilstand genererer et relativt stort
variasjonsområde for den sysselsettingen som trengs i spesialisthelsetjenesten frem
mot 2040. I vår «referansebane» kombineres de mest sannsynlige befolkningsfremskrivningene
med videreføringer av 2013-nivåene på brukerfrekvenser og
årsverk per bruker. I referansebanen øker avtalte årsverk i spesialisthelsetjenesten
totalt fra nær 111 000 i 2013 til vel 155 000 i 2040, tilsvarende 40,4 prosent. Til
sammenligning øker Norges samlede folkemengde med 25 prosent i løpet av
samme periode. Endret sammensetning av befolkningen, først og fremst alderssammensetningen,
forklarer dermed 12,3 prosentpoeng av veksten i bemanningsbehovet.
Økningen i bemanningsbehovet skjer svært jevnt over tid, både for
spesialisthelsetjenesten totalt og for de enkelte opptaksområdene. Med referansebanens
forutsetninger øker årsverkene i somatikk noe raskere enn i psykisk
helsevern. Videre innebærer forutsetningene at bemanningsbehovet i løpet av
perioden 2013-2040 øker relativt sett sterkest i opptaksområdene Ahus (54,4
prosent), Stavanger (51), Oslo (46,7), Bergen (45,4) og Sørlandet (45). Svakest blir
den prosentvise veksten i områdene Sogn og Fjordane (25,5), Telemark (27,1)
Innland (27,6) og i opptaksområdene til Helse Nord (23,7 – 29,1).
Vi belyser den isolerte betydningen av redusert dødelighet, spesielt blant eldre, ved
å sammenligne veksten i årsverk i referansebanen med veksten i en bane der
levealderen for menn og kvinner sett under ett øker 1,4 år mer enn i referansebanen
fra 2013 til 2040. Det innebærer at samlet folkemengde blir 2,6 prosent høyere i
2040 enn i referansebanen, og den relative økningen er klart størst blant de eldre.
Spesialisthelsetjenestens behov for årsverk blir i denne banen vel 164 000 i 2040,
5,8 prosent høyere enn i referansebanen.
Vi belyser den isolerte betydningen av høyere innvandring ved å sammenligne
referansebanen med et alternativ der innvandringen øker hvert år slik at samlet
folkemengde i 2040 blir 8,7 prosent større enn i referansebanen. Virkningen på
bemanningsbehovet i spesialisthelsetjenesten sett under ett blir nær eksakt det
samme i 2040 som i tilfellet med sterkere økning i levealderen. Dette til tross for at
befolkningsøkningen med høyere innvandring blir vesentlig sterkere enn i
alternativet med sterkere økning i levealderen. Forklaringen er at befolknings-økningen i hovedsak kommer i de eldre årskullene ved økt levealder, mens det først
og fremst er de unge og middelaldrende som blir flere ved økt innvandring.
Forutsetningen om konstant standard på helsetjenestene er urealistisk i lys av blant
annet historiske erfaringer og utsiktene til fortsatt realinntektsvekst per innbygger.
Standard måles her som årsverk per bruker av tjenesten. Kapittel 6 viser riktignok
at etter 2004 har veksten i faktiske årsverk ikke vært raskere enn det som følger av
demografiske endringer i somatiske institusjoner og dermed også i spesialisthelsetjenesten.
Mellom 1994 og 2004 var den faktiske årsverksveksten betydelig høyere
enn det demografiske endringer isolert sett skulle tilsi. Årsakene til dette bruddet i
trender er ikke avklart, men det virker mest plausibelt at det i større grad skyldes
endringer i brukerfrekvenser, muligens også produktivitet, enn 0-vekst i standard.
Hvis standarden øker med 1 prosent per år fra og med 2014 til og med 2040, vil
den kumulative virkningen av denne økningen isolert sett øke bemanningsbehovet
med 30,8 prosent i 2040. Dette gjelder for hver sektor/område hvor en slik
standardforbedring skjer, og den isolerte effekten er uavhengig av de andre
mekanismene som påvirker bemanningsbehovet.
Høyere produktivitet påvirker bemanningsbehovet på den samme måten som lavere
standardvekst, gitt at produktivitetsgevinsten høstes i form av redusert
arbeidsinnsats.
Det er nærliggende å anta at noe av den levealdersøkningen som er forutsatt i de
fremskrivningene vi baserer oss på, skyldes sunnere livsstil som reduserer
dødeligheten blant eldre. Innenfor spesialisthelsetjenesten mener vi positive
livsstilseffekter på levealder fremover kun er relevant for somatikk og
rehabilitering – ikke på psykisk helsevern og rusbehandling. Jo sterkere slike
livsstilseffekter fremover, desto sunnere vil en gjennomsnittsperson med gitt alder
være etter hvert som tiden går. Jo sterkere slike livsstilseffekter som legges til
grunn, og jo lenger frem man ser, desto mer vil forutsetningen om konstante
aldersspesifikke brukerfrekvenser overvurdere bemanningsbehovet i somatikk og
rehabilitering. Det er vanskelig å begrunne konkrete anslag på styrken i denne
effekten. Et spesialtilfelle er en utvikling der flere leveår består av flere år som
(relativt) frisk. Men mange har studert alternativer «på hver side» av dette. I vår
beregning reduseres brukerfrekvensene for dem som er 55 år og eldre i takt med
levealdersøkningen som oppleves av 55-åringer i vår referansebane. I 2040 gir
dette et bemanningsbehov som ligger tilnærmet 6 600, tilsvarende 5,3 prosent,
lavere enn i referansebanen. Fortsatt ligger bemanningsbehovet i 2040 39 prosent
høyere enn i 2013, selv uten standardvekst.;Rapporten inngår i et prosjekt som har vært delfinansiert av Helse- og omsorgsdepartementet (HOD)."
oai:ssb.brage.unit.no:11250/2442022,Ikke relevant,"Gratis kjernetid i barnehage i Oslo : Rapport 1. Oppfølging av barna på tredje trinn I perioden 2011 til 2014 foretok forskningsavdelingen ved Statistisk sentralbyrå og Fafo en omfattende evaluering av tilbudet om gratis kjernetid for fire- og femåringer i bydelene Alna, Stovner, Grorud, Bjerke og Søndre Nordstrand.

Evalueringen viste at barnehagebruken i bydeler med tilbud var om lag 15 prosent høyere enn i bydeler uten tilbud for barn fra innvandrerfamilier når barna kom i alderen der barnehage var gratis (Bråten et al. 2014). Videre fant vi at barna med innvandrerbakgrunn i bydeler med gratis kjernetid gjorde det bedre på kartleggingsprøver i lesing og regning på første og andre trinn.

I denne første oppfølgingsrapporten av tilbudet om gratis kjernetid, ser jeg på hvordan det går med barna på kartleggingsprøvene på tredje trinn. Jeg finner at resultatene for tredje trinn er i tråd med resultatene på første og andre trinn. Barn med innvandrerbakgrunn i bydeler med gratis kjernetid gjør det jevnt over bedre på kartleggingsprøvene sammenlignet med barn i bydeler uten slikt tilbud. For eksempel har barna med innvandrerbakgrunn i bydeler med tilbud om lag fire prosentpoeng høyere sannsynlighet for å score over bekymringsgrensen i lesing og regning på tredje trinn. Det er ingen slik forskjell for barna uten innvandrerbakgrunn i disse bydelene.

Når jeg sammenligner barn fra innvandrerfamilier med ulik bakgrunn i bydeler med og uten tilbud, finner jeg at det er barna fra familier med lav familieinntekt og lav yrkesdeltakelse blant mødrene som i hovedsak gjør det bedre på prøvene. Jentene gjør det også noe bedre enn guttene sammenlignet med forskjellen mellom jenter og gutter i bydeler uten tilbud.

I analysene kontrollerer jeg for en rekke observerbare forskjeller mellom barna og deres familier. Imidlertid kan det ikke utelukkes at barna i bydeler med gratistilbud er forskjellige fra barn i bydeler uten tilbud, på måter det er vanskelig å måle. For å komme nærmere en kausal tilnærming gjennomfører jeg en forskjell-i-forskjell analyse der resultatene til barn med innvandrerbakgrunn blir sammenlignet med resultatene til barn uten innvandrerbakgrunn i bydeler med og uten tiltak. Denne metoden skal ta ut forskjeller mellom resultater i tiltaksbydeler og bydeler uten gratis kjernetid som skyldes forhold som kan tenkes å påvirke barn med og uten innvandrerbakgrunn likt (for eksempel skole- eller barnehagekvalitet). Resultatene for prøvene på tredje trinn endrer seg ikke når jeg benytter denne metoden, noe som tyder på at forskjeller mellom bydelene som påvirker barn med og uten innvandrerbakgrunn likt ikke driver resultatene."
oai:ssb.brage.unit.no:11250/2442033,Ikke relevant,"Funksjonshemma på arbeidsmarknaden i 2016 Formålet med å gjennomføre årlege undersøkingar om personar med nedsett funksjonsevne er å kartlegge deira situasjon på arbeidsmarknaden og sjå korleis tilknytinga utviklar seg over tid.

Ved at undersøkingane blir gjennomførte i form av tilleggsspørsmål til Arbeidskraftundersøkinga (AKU), kan utviklinga også samanliknast med den som gjeld for befolkninga totalt.

Funksjonshemming blir her definert som fysiske eller psykiske helseproblem av meir varig karakter, basert på sjølvrapportering via intervju. I 2016 oppgav 18 prosent av befolkninga i alderen 15-66 år å ha ei funksjonshemming. Av desse var 44 prosent i arbeid, om lag same nivå som dei tre føregåande åra. Til samanlikning var det i befolkninga totalt 73 prosent i arbeid i 2. kvartal 2016, ein nedgang på eitt prosentpoeng det siste året. For funksjonshemma i alderen 15-24 år gjekk prosent-delen sysselsette markant ned frå 2013 til 2016. Det er i tråd med utviklinga for ungdom generelt.

Over halvparten av dei tilsette har fått arbeidssituasjonen tilpassa funksjons-hemminga i form av endringar i arbeidsoppgåvene, i arbeidstida eller fysisk tilrettelegging av arbeidsplassen. Dette er i tråd med resultata sidan 2007. Samanlikna med 2002, då dette blei kartlagt for første gong, er det ein auke på 12 prosentpoeng. Det er i første rekke fysisk tilrettelegging av arbeidsplassen stadig fleire har fått.

Blant dei funksjonshemma som ikkje var i arbeid i 2. kvartal 2016, var det 24 prosent i aldersgruppa 15-66 år som ønskte seg eit arbeid. Denne prosentdelen har stort sett halde seg på dette nivået sidan undersøkingane starta opp i 2002, når ein tar omsyn til feilmarginen i utvalsundersøkinga. Av befolkninga i alt som ikkje var i arbeid, var det 32 prosent som uttrykte ønske om arbeid i 2016.

Ikkje alle som ønsker arbeid, blir rekna som arbeidsledige slik dette er definert i AKU. Av dei 85 000 funksjonshemma med ønske om arbeid var det 25 000 som blei klassifiserte som arbeidsledige i 2. kvartal 2016, ein auke på 10 000 frå same kvartal året før. Auken kom i hovudsak blant menn. I prosent av alle menn med funksjonshemming auka arbeidsløysa frå 3,7 til 6,0 prosent.

62 prosent av alle med funksjonshemming oppgav i 2016 at dei mottar ein eller fleire stønader som følgje av funksjonshemminga. Av dei som var i arbeid, var 36 prosent stønadsmottakarar. Tala for stønadsmottak har halde seg relativt stabile over fleire år.

For dei som deltok i undersøkinga både i 2015 og i 2016, var 37 prosent av dei funksjonshemma sysselsette på begge tidspunkt, mens 49 prosent var utanfor arbeidsstyrken. Om lag 8 prosent gjekk ut av sysselsetting og 5 prosent motsett veg.

Hovudresultata frå desse undersøkingane blir publiserte i byrjinga av september kvart år på Statistisk sentralbyrås internettsider: http://www.ssb.no/akutu, der det også er lenke til dei årlege rapportane."
oai:ssb.brage.unit.no:11250/2442181,Kjønns- og/eller likestillingsperspektiv,"Livslang læring 2008–2016 : Resultater fra Lærevilkårsmonitoren Kvinner har lenge vært i flertall på landets universiteter og høyskoler. Resultater fra Lærevilkårsmonitoren viser at de også tar betydelig mer formell videreutdanning enn menn.

Denne rapporten beskriver resultater fra Lærevilkårsmonitoren som undersøker omfanget av, og vilkårene for, læring og kompetanseutvikling i Norge. Hvor mange deltar i etter- og videreutdanning i Norge i dag? Hvor mange deltar i kursing i regi av jobben? Er trenden i antall deltakere oppadgående, nedadgående eller stabil?

Økende utdanningsgap mellom kvinner og menn
I Norge har det i flere år vært en trend at flere kvinner enn menn tar høyere utdanning. For eksempel ser vi at per oktober 2015 hadde 57 prosent av kvinner i alderen 30–39 år høyere utdanning. Tilsvarende andel for menn var 39 prosent. SSBs registerbaserte utdanningsstatistikk viser også at flere kvinner enn menn er i gang med høyere utdanning. I 2015 var 3 av 5 studenter i høyere utdanning kvinner (Statistisk sentralbyrå, 2016b).

Tallene fra Lærevilkårsmonitoren viser at også flere kvinner enn menn tar videreutdanning. I 2016 deltar 97 000 menn og 136 000 kvinner mellom 22 og 59 år i videreutdanning.

Det har vært en stabil trend at en større andel kvinner enn menn har deltatt i videreutdanning de siste åtte årene. Kjønnsforskjellene for deltagelse i videreutdanning er dermed med på å forsterke utdanningsgapet mellom kvinner og menn.

Omstilling uten videreutdanning?
Rapporten viser også at andelen deltakere i utdanning og opplæring har vært ganske stabile i tidsperioden 2008–2016. Det er imidlertid slik at andelen deltakere både i formell utdanning, videreutdanning og ikke-formell opplæring er lavere i 2016 enn i 2008. Denne nedgangen gjelder for begge kjønn, men nedgangen er noe større for kvinner.

Dette skjer til tross for at sentrale aktører i norsk næringsliv og politikk hevder at det norske arbeidslivet er i rask endring og at den teknologiske utviklingen stiller, og kommer til å stille, strengere krav til kompetanse blant norske arbeidstakere (Børringbo & Østrem, 15.01.2016, Regjeringen.no, 2015)."
